trip_distance,ride_time,fare_amount,pickup_hour,PULocationID,DOLocationID,passenger_count,payment_type
1.15,11.75,8.5,12.0,141.0,218.0,2.0,
1.8,8.466666,8.0,18.0,117.0,144.0,1.0,
2.8,20.933332,14.5,9.0,68.0,48.0,2.0,
1.8,9.616667,8.5,9.0,190.0,251.0,1.0,
3.69,29.566668,19.5,16.0,58.0,227.0,1.0,
6.62,10.316667,19.5,4.0,40.0,233.0,1.0,
1.2,8.066667,7.0,20.0,197.0,134.0,1.0,
0.5,2.4166667,4.0,14.0,63.0,73.0,1.0,
18.6,42.2,52.0,20.0,107.0,159.0,0.0,
0.9,6.55,6.0,21.0,92.0,118.0,1.0,
2.21,11.566667,10.0,8.0,198.0,225.0,1.0,
2.4,21.883333,13.0,11.0,191.0,177.0,1.0,
1.2,8.283334,7.5,13.0,117.0,156.0,1.0,
2.5,19.25,13.5,10.0,132.0,251.0,1.0,
0.81,6.6833334,6.0,18.0,119.0,107.0,5.0,
19.2,68.25,52.0,13.0,107.0,135.0,1.0,
1.1,6.5333333,6.5,14.0,88.0,155.0,1.0,
1.03,8.833333,7.0,20.0,195.0,66.0,2.0,
1.9,22.166666,13.0,18.0,88.0,219.0,1.0,
1.09,4.8,6.0,0.0,115.0,218.0,1.0,
0.0,9.833333,7.0,22.0,197.0,136.0,2.0,
0.98,5.9,6.0,19.0,198.0,134.0,1.0,
1.5,8.1,7.5,17.0,197.0,228.0,1.0,
1.53,18.666666,12.0,11.0,84.0,218.0,1.0,
0.64,4.95,5.0,15.0,191.0,156.0,1.0,
0.4,5.633333,4.5,18.0,141.0,222.0,1.0,
1.08,12.733334,9.0,16.0,132.0,177.0,1.0,
4.39,20.766666,17.5,15.0,153.0,86.0,1.0,
5.32,34.133335,25.0,11.0,113.0,91.0,1.0,
19.54,44.166668,52.0,8.0,198.0,125.0,2.0,
0.31,4.866667,5.0,18.0,40.0,219.0,1.0,
0.79,4.6,5.0,10.0,200.0,135.0,1.0,
2.32,11.533334,10.5,1.0,190.0,88.0,1.0,
0.66,3.9166667,5.0,0.0,132.0,219.0,1.0,
1.1,8.083333,7.0,19.0,141.0,97.0,0.0,
1.8,15.816667,10.5,11.0,92.0,163.0,1.0,
1.2,9.366667,7.5,8.0,153.0,130.0,1.0,
0.12,1.4833333,3.0,21.0,190.0,218.0,1.0,
2.31,14.85,12.0,10.0,197.0,72.0,1.0,
1.27,6.983333,7.0,8.0,141.0,223.0,2.0,
23.4,81.36667,69.5,19.0,107.0,217.0,1.0,
1.13,2.65,5.0,1.0,58.0,135.0,1.0,
0.99,8.683333,7.0,20.0,141.0,177.0,1.0,
0.49,4.733333,5.0,13.0,197.0,252.0,1.0,
0.1,2.1,-3.0,0.0,123.0,141.0,1.0,
2.0,8.866667,8.5,18.0,63.0,252.0,2.0,
3.05,16.983334,13.5,8.0,92.0,155.0,1.0,
28.54,48.166668,52.0,21.0,107.0,220.0,1.0,
6.28,28.666666,24.5,8.0,55.0,222.0,1.0,
2.8,15.366667,12.5,8.0,197.0,157.0,1.0,
0.7,4.95,5.0,7.0,153.0,46.0,1.0,
2.13,14.866667,11.0,8.0,153.0,226.0,2.0,
4.25,29.533333,21.0,19.0,153.0,39.0,1.0,
0.5,6.016667,5.5,18.0,132.0,219.0,1.0,
0.5,3.45,4.5,12.0,115.0,218.0,1.0,
9.79,43.683334,36.0,11.0,113.0,219.0,1.0,
0.57,7.383333,6.0,12.0,134.0,219.0,1.0,
1.21,9.066667,7.5,21.0,195.0,77.0,2.0,
3.48,18.35,14.5,18.0,58.0,226.0,1.0,
0.77,6.0666666,5.5,18.0,220.0,133.0,1.0,
1.98,15.483334,11.5,16.0,141.0,46.0,3.0,
3.16,11.7,12.0,9.0,117.0,159.0,1.0,
1.47,8.766666,8.0,18.0,77.0,77.0,1.0,
0.0,0.3,2.5,17.0,125.0,144.0,0.0,
1.14,12.65,9.0,18.0,191.0,177.0,2.0,
0.64,5.9666667,5.5,12.0,88.0,88.0,1.0,
0.97,6.483333,6.0,8.0,197.0,133.0,1.0,
1.32,4.5833335,6.0,20.0,115.0,252.0,1.0,
0.89,2.3666666,-4.5,17.0,200.0,135.0,1.0,
0.92,5.8333335,6.0,1.0,174.0,220.0,3.0,
2.2,14.833333,11.5,18.0,195.0,135.0,1.0,
8.87,35.716667,30.5,17.0,221.0,93.0,1.0,
0.9,10.783334,8.0,14.0,153.0,101.0,1.0,
1.45,6.3166666,6.5,21.0,153.0,238.0,1.0,
1.07,6.633333,7.0,7.0,198.0,225.0,1.0,
8.2,34.8,29.0,11.0,191.0,63.0,4.0,
0.69,3.1833334,-4.5,12.0,115.0,251.0,1.0,
2.15,11.25,10.0,8.0,197.0,228.0,1.0,
12.95,17.85,35.0,5.0,107.0,89.0,2.0,
0.5,4.4666667,5.0,18.0,153.0,177.0,1.0,
10.9,36.35,31.5,15.0,221.0,101.0,1.0,
0.55,8.35,6.5,17.0,195.0,157.0,1.0,
10.4,43.066666,37.5,10.0,221.0,219.0,1.0,
19.1,40.55,52.0,21.0,107.0,151.0,1.0,
1.8,19.883333,13.0,13.0,40.0,155.0,1.0,
11.6,28.683332,34.0,20.0,60.0,48.0,1.0,
0.98,3.9666667,5.5,0.0,190.0,155.0,5.0,
1.73,7.4333334,7.5,0.0,112.0,218.0,1.0,
1.83,10.883333,9.5,22.0,220.0,227.0,1.0,
2.1,16.733334,11.5,16.0,132.0,88.0,1.0,
1.6,11.416667,9.0,8.0,88.0,163.0,1.0,
1.87,12.766666,10.0,18.0,200.0,219.0,1.0,
2.19,13.316667,10.5,19.0,197.0,227.0,2.0,
0.67,4.9166665,5.0,19.0,129.0,151.0,1.0,
4.76,19.15,18.0,20.0,153.0,22.0,2.0,
0.48,4.75,5.0,19.0,132.0,154.0,2.0,
18.65,71.4,52.0,17.0,107.0,238.0,1.0,
2.4,15.183333,11.5,20.0,195.0,218.0,1.0,
1.67,13.583333,10.5,19.0,77.0,46.0,2.0,
1.57,13.683333,10.0,12.0,195.0,155.0,2.0,
1.96,14.883333,11.5,17.0,198.0,228.0,1.0,
0.96,3.9333334,5.0,22.0,220.0,134.0,1.0,
1.39,11.9,9.0,17.0,153.0,235.0,1.0,
1.95,12.783334,10.0,17.0,64.0,228.0,1.0,
3.15,20.6,15.0,12.0,205.0,225.0,1.0,
19.13,50.666668,52.0,22.0,107.0,238.0,1.0,
4.9,29.95,22.0,18.0,119.0,225.0,1.0,
4.6,23.316668,18.0,19.0,91.0,252.0,1.0,
19.14,48.1,52.0,22.0,107.0,118.0,2.0,
4.4,49.75,29.0,16.0,84.0,5.0,0.0,
1.17,7.0,-6.5,12.0,200.0,135.0,1.0,
1.6,14.016666,10.0,16.0,198.0,163.0,1.0,
11.55,57.9,42.5,18.0,195.0,205.0,1.0,
3.5,22.916666,17.0,11.0,192.0,48.0,1.0,
1.41,8.2,7.5,19.0,219.0,133.0,2.0,
1.47,11.333333,9.0,12.0,64.0,22.0,1.0,
3.1,21.666666,16.0,22.0,199.0,46.0,1.0,
6.61,26.85,22.0,16.0,112.0,38.0,1.0,
9.9,29.816668,29.5,19.0,113.0,197.0,1.0,
0.8,8.783334,7.0,15.0,37.0,156.0,1.0,
17.75,60.533333,52.0,18.0,107.0,40.0,2.0,
1.2,7.7,7.0,22.0,218.0,200.0,2.0,
4.2,17.966667,16.5,9.0,218.0,66.0,1.0,
3.91,19.316668,16.5,15.0,115.0,77.0,2.0,
11.48,51.7,41.0,12.0,107.0,60.0,1.0,
0.93,5.9,6.0,17.0,118.0,156.0,1.0,
6.4,22.033333,21.5,20.0,133.0,250.0,1.0,
1.32,10.65,8.5,18.0,153.0,130.0,1.0,
20.42,74.5,52.0,11.0,107.0,88.0,2.0,
10.9,28.25,32.5,12.0,133.0,131.0,2.0,
2.83,14.383333,12.5,11.0,137.0,225.0,1.0,
3.5,26.7,18.0,8.0,153.0,220.0,1.0,
5.32,18.95,18.0,17.0,192.0,173.0,1.0,
2.6,15.6,12.5,8.0,174.0,235.0,1.0,
0.6,3.75,4.5,5.0,153.0,219.0,1.0,
19.7,37.766666,54.5,21.0,107.0,23.0,1.0,
6.39,33.883335,26.0,18.0,191.0,109.0,2.0,
6.7,39.65,28.5,22.0,208.0,179.0,1.0,
4.84,29.15,21.0,16.0,118.0,40.0,3.0,
8.04,15.05,23.0,22.0,220.0,86.0,3.0,
2.5,17.166666,13.5,21.0,129.0,141.0,1.0,
4.51,17.95,16.5,21.0,199.0,233.0,1.0,
2.16,15.516666,11.0,15.0,134.0,130.0,1.0,
5.34,14.083333,18.0,1.0,134.0,161.0,1.0,
1.36,5.7,6.5,6.0,153.0,156.0,1.0,
1.6,7.633333,7.5,21.0,220.0,218.0,2.0,
1.94,20.45,13.0,10.0,129.0,141.0,1.0,
4.87,22.216667,19.0,21.0,37.0,221.0,1.0,
0.9,4.7166667,6.0,19.0,132.0,226.0,1.0,
1.03,4.9666667,6.0,0.0,195.0,235.0,6.0,
0.5,6.7833333,6.0,19.0,153.0,223.0,2.0,
10.3,41.75,34.0,18.0,60.0,23.0,1.0,
1.6,7.75,7.5,12.0,42.0,66.0,1.0,
13.18,59.333332,46.0,19.0,107.0,59.0,1.0,
0.8,3.3333333,4.5,14.0,100.0,106.0,1.0,
1.92,9.883333,9.0,16.0,199.0,136.0,1.0,
1.4,11.75,9.5,9.0,198.0,251.0,1.0,
0.99,12.4,8.5,15.0,132.0,177.0,1.0,
1.07,7.7833333,7.0,19.0,197.0,226.0,3.0,
8.92,31.8,30.0,10.0,113.0,157.0,2.0,
1.06,8.6,7.5,14.0,125.0,227.0,1.0,
10.48,15.75,29.0,6.0,190.0,131.0,1.0,
7.55,21.416666,23.0,7.0,219.0,224.0,1.0,
0.95,9.65,7.5,15.0,205.0,157.0,1.0,
1.09,9.266666,7.5,16.0,133.0,163.0,2.0,
1.99,10.8,9.5,21.0,88.0,66.0,1.0,
2.86,14.533334,12.5,18.0,129.0,219.0,4.0,
1.07,10.116667,8.0,11.0,68.0,141.0,1.0,
3.2,19.116667,14.0,16.0,220.0,40.0,1.0,
1.2,4.75,6.0,16.0,197.0,73.0,1.0,
3.38,14.7,11.5,19.0,195.0,135.0,1.0,
2.3,13.65,11.0,16.0,191.0,228.0,0.0,
3.55,15.216666,14.0,13.0,200.0,72.0,1.0,
3.13,28.883333,18.5,16.0,141.0,228.0,2.0,
1.1,10.65,8.0,17.0,191.0,177.0,1.0,
4.27,26.683332,19.5,15.0,77.0,252.0,1.0,
3.38,12.516666,12.5,22.0,116.0,5.0,1.0,
3.78,20.183332,16.0,14.0,20.0,155.0,1.0,
1.77,8.15,8.0,19.0,198.0,252.0,1.0,
1.37,11.983334,9.0,16.0,153.0,163.0,1.0,
10.6,35.1,34.5,20.0,113.0,200.0,2.0,
1.49,13.8,10.0,16.0,132.0,135.0,1.0,
19.49,42.216667,52.0,20.0,107.0,159.0,1.0,
1.89,10.516666,9.5,14.0,200.0,156.0,1.0,
1.03,5.7166667,6.0,19.0,116.0,251.0,2.0,
0.5,2.3,8.0,20.0,40.0,135.0,1.0,
1.4,7.733333,7.0,22.0,221.0,253.0,3.0,
1.4,12.033334,9.5,8.0,123.0,2.0,2.0,
2.3,13.066667,10.5,12.0,88.0,118.0,1.0,
20.51,49.883335,52.0,18.0,107.0,227.0,1.0,
0.69,3.8833334,5.0,6.0,153.0,219.0,1.0,
1.23,6.733333,6.5,13.0,200.0,135.0,1.0,
1.01,4.233333,5.0,8.0,153.0,223.0,1.0,
3.68,15.533334,14.0,22.0,40.0,73.0,3.0,
1.36,7.3,7.0,16.0,88.0,238.0,1.0,
1.06,13.033334,9.0,15.0,195.0,177.0,1.0,
3.4,14.816667,13.5,0.0,192.0,97.0,1.0,0.0
0.65,6.5666666,6.0,21.0,132.0,155.0,1.0,
3.89,15.1,14.0,10.0,118.0,220.0,6.0,
2.35,18.55,13.0,19.0,117.0,157.0,2.0,
1.3,8.65,7.5,8.0,88.0,223.0,1.0,
10.19,37.75,34.0,11.0,113.0,219.0,2.0,
5.38,42.9,27.0,17.0,195.0,47.0,1.0,
0.8,9.166667,7.0,10.0,132.0,222.0,1.0,
1.13,10.066667,8.0,12.0,198.0,135.0,1.0,
1.11,5.266667,5.5,20.0,135.0,106.0,5.0,
2.19,15.783334,11.5,19.0,58.0,163.0,1.0,
0.46,3.7,4.5,18.0,197.0,225.0,1.0,
7.08,19.833334,22.5,20.0,37.0,2.0,5.0,
2.65,21.866667,16.0,20.0,199.0,46.0,1.0,
2.14,1434.5333,12.0,18.0,208.0,43.0,1.0,
1.32,4.4,6.0,6.0,40.0,135.0,1.0,
1.98,9.55,9.0,0.0,153.0,77.0,2.0,
1.78,8.85,8.0,19.0,116.0,228.0,1.0,
17.86,64.5,52.0,18.0,107.0,177.0,1.0,
1.56,11.15,9.0,19.0,198.0,163.0,1.0,
15.04,42.516666,43.5,19.0,107.0,138.0,2.0,
1.77,8.066667,8.0,20.0,117.0,154.0,5.0,
4.64,15.133333,16.0,5.0,218.0,156.0,2.0,
3.01,22.183332,15.0,13.0,198.0,66.0,3.0,
0.68,4.9333334,5.0,12.0,68.0,200.0,1.0,
2.4,19.683332,14.0,22.0,58.0,135.0,2.0,
1.5,7.266667,7.5,18.0,197.0,73.0,1.0,
8.97,29.85,28.5,17.0,113.0,228.0,1.0,
2.4,13.116667,11.5,8.0,115.0,227.0,1.0,
2.7,15.366667,12.5,17.0,77.0,48.0,4.0,
3.3,17.8,15.0,21.0,205.0,107.0,1.0,
11.45,34.5,35.5,9.0,113.0,163.0,1.0,
1.56,10.716666,8.5,15.0,195.0,219.0,1.0,
1.87,11.033334,9.0,13.0,116.0,156.0,1.0,
3.6,15.4,14.0,8.0,221.0,163.0,1.0,
1.5,8.55,8.0,12.0,197.0,228.0,1.0,
6.88,32.35,26.0,20.0,153.0,39.0,1.0,
6.8,41.633335,29.0,17.0,141.0,34.0,1.0,
0.71,5.383333,5.5,8.0,115.0,226.0,1.0,
1.3,11.566667,8.5,18.0,40.0,222.0,0.0,
5.25,18.2,18.5,18.0,74.0,163.0,1.0,
3.3,17.5,14.0,19.0,88.0,252.0,3.0,
13.95,35.733334,52.0,16.0,107.0,215.0,1.0,
1.42,9.083333,7.5,17.0,141.0,155.0,1.0,
2.2,10.15,9.5,14.0,198.0,73.0,0.0,
17.88,52.116665,52.0,18.0,107.0,156.0,2.0,
1.39,6.0333333,6.5,8.0,208.0,235.0,1.0,
24.3,129.91667,96.5,14.0,58.0,219.0,1.0,
9.69,28.383333,21.5,15.0,9.0,46.0,1.0,
2.6,21.666666,15.0,19.0,68.0,235.0,1.0,
0.5,5.0,5.0,9.0,192.0,220.0,1.0,
4.6,16.283333,16.0,2.0,117.0,11.0,1.0,
2.3,16.75,12.0,17.0,132.0,213.0,1.0,
0.96,9.083333,7.0,22.0,132.0,163.0,2.0,
1.11,4.3,-5.5,12.0,220.0,73.0,1.0,
4.3,28.066668,20.0,18.0,116.0,88.0,1.0,
1.47,7.15,7.0,21.0,39.0,101.0,1.0,
1.49,15.616667,10.5,8.0,190.0,163.0,1.0,
2.0,14.483334,11.5,10.0,125.0,109.0,1.0,
9.0,30.783333,28.5,15.0,141.0,131.0,1.0,
1.8,22.733334,14.0,10.0,40.0,222.0,1.0,
2.0,12.7,10.0,18.0,208.0,163.0,1.0,
1.97,13.15,10.5,12.0,185.0,155.0,1.0,
6.9,23.916666,23.5,7.0,10.0,154.0,1.0,
2.12,14.266666,11.0,17.0,191.0,66.0,2.0,
2.2,13.75,11.0,16.0,205.0,136.0,1.0,
2.8,21.7,15.0,15.0,68.0,154.0,1.0,
0.65,4.1666665,4.5,9.0,135.0,130.0,1.0,
1.78,12.05,9.0,16.0,199.0,225.0,1.0,
0.0,0.35,2.5,0.0,141.0,163.0,1.0,1.0
3.0,23.733334,16.5,18.0,132.0,238.0,1.0,
3.66,18.05,15.0,14.0,198.0,235.0,1.0,
0.37,4.5,4.5,16.0,194.0,154.0,1.0,
1.48,8.966666,8.0,19.0,197.0,155.0,2.0,
1.1,7.6833334,6.5,19.0,132.0,218.0,1.0,
2.33,16.716667,12.5,19.0,134.0,106.0,1.0,
5.69,19.633333,19.5,7.0,200.0,220.0,1.0,
6.81,24.45,23.5,22.0,68.0,39.0,4.0,
1.1,4.8166666,6.0,21.0,135.0,106.0,1.0,
3.4,13.333333,13.0,6.0,199.0,154.0,1.0,
1.2,8.083333,7.0,9.0,40.0,136.0,3.0,
1.37,4.95,6.0,17.0,125.0,135.0,3.0,
2.85,15.1,12.0,0.0,205.0,77.0,1.0,
0.62,3.95,4.5,9.0,198.0,226.0,1.0,
6.59,17.766666,22.0,22.0,205.0,233.0,1.0,
2.22,13.566667,10.5,11.0,141.0,107.0,1.0,
0.66,1.7666667,4.0,22.0,190.0,134.0,1.0,
16.9,60.216667,70.0,12.0,107.0,154.0,1.0,
3.2,10.383333,11.5,1.0,133.0,41.0,1.0,
0.76,6.983333,6.0,15.0,115.0,133.0,1.0,
1.3,11.233334,8.0,14.0,191.0,222.0,3.0,
1.0,5.9666667,6.0,22.0,129.0,88.0,4.0,
4.95,18.75,18.0,17.0,192.0,77.0,1.0,
0.7,4.3,5.0,18.0,135.0,223.0,1.0,
17.57,37.0,52.0,20.0,107.0,157.0,1.0,
0.5,5.1,5.0,14.0,132.0,97.0,1.0,
0.6,4.2,4.5,14.0,116.0,251.0,1.0,
3.2,20.266666,15.5,9.0,84.0,41.0,0.0,
1.2,8.35,7.5,11.0,133.0,226.0,2.0,
1.14,6.883333,7.0,7.0,197.0,228.0,1.0,
1.45,10.566667,8.5,20.0,200.0,46.0,1.0,
0.35,2.8333333,3.5,13.0,199.0,144.0,1.0,
0.3,2.3333333,3.5,18.0,208.0,238.0,1.0,
1.1,9.3,7.5,17.0,84.0,155.0,1.0,
10.63,60.416668,42.0,15.0,60.0,232.0,1.0,
4.51,29.016666,21.5,18.0,77.0,85.0,1.0,
1.71,7.95,8.0,20.0,133.0,252.0,1.0,
3.61,25.983334,18.0,13.0,134.0,151.0,4.0,
3.68,23.433332,16.5,12.0,198.0,151.0,1.0,
2.02,12.483334,10.0,7.0,112.0,156.0,1.0,
1.71,8.466666,8.0,19.0,40.0,66.0,3.0,
1.7,11.166667,9.0,17.0,123.0,220.0,1.0,
2.86,27.733334,18.0,17.0,119.0,235.0,2.0,
1.3,12.266666,9.0,9.0,198.0,154.0,6.0,
19.79,57.666668,52.0,18.0,107.0,238.0,1.0,
3.05,15.416667,13.0,2.0,123.0,235.0,1.0,
0.81,4.0666666,5.0,21.0,197.0,73.0,1.0,
2.67,16.8,13.0,10.0,199.0,226.0,1.0,
9.61,40.25,32.5,17.0,107.0,7.0,1.0,
1.69,19.15,12.5,18.0,205.0,130.0,2.0,
0.65,5.4333334,5.5,17.0,198.0,155.0,1.0,
3.24,16.616667,13.5,21.0,117.0,106.0,1.0,
0.59,3.8333333,4.5,18.0,134.0,219.0,1.0,
12.44,58.2,45.0,13.0,113.0,60.0,4.0,
0.72,6.4166665,6.0,14.0,133.0,218.0,1.0,
1.13,10.05,8.0,8.0,153.0,154.0,1.0,
3.52,12.416667,12.5,0.0,132.0,215.0,1.0,
0.52,4.616667,5.0,10.0,220.0,225.0,1.0,
1.4,7.133333,7.0,13.0,219.0,73.0,2.0,
1.09,8.066667,7.0,0.0,153.0,66.0,2.0,0.0
4.3,31.033333,21.5,16.0,219.0,101.0,1.0,
2.0,11.916667,10.0,12.0,191.0,228.0,1.0,
2.85,24.2,16.0,18.0,119.0,97.0,1.0,
0.49,4.633333,4.5,9.0,92.0,106.0,1.0,
1.79,10.616667,9.0,10.0,84.0,135.0,6.0,
1.86,8.766666,8.5,18.0,218.0,106.0,2.0,
0.87,4.5333333,5.0,14.0,133.0,222.0,1.0,
0.7,2.8,4.5,21.0,64.0,225.0,1.0,
1.69,10.633333,8.5,9.0,133.0,223.0,1.0,
8.71,33.983334,29.5,9.0,113.0,225.0,1.0,
2.58,13.05,11.5,1.0,132.0,225.0,1.0,
0.5,5.25,5.0,10.0,198.0,154.0,1.0,
1.62,11.783334,9.0,12.0,208.0,141.0,3.0,
10.4,43.366665,36.0,14.0,113.0,107.0,0.0,
17.78,61.05,52.0,15.0,107.0,156.0,2.0,
0.3,1.5,3.5,15.0,115.0,133.0,1.0,
0.33,3.6166666,4.5,12.0,141.0,163.0,2.0,
2.6,7.5833335,9.5,20.0,132.0,228.0,4.0,
7.12,32.883335,26.5,16.0,198.0,250.0,1.0,
6.14,14.916667,19.0,14.0,190.0,250.0,1.0,
3.43,31.633333,20.0,16.0,37.0,101.0,1.0,
3.28,13.716666,13.0,20.0,194.0,77.0,1.0,
2.32,11.466666,10.0,20.0,117.0,157.0,1.0,
1.7,8.283334,8.0,21.0,197.0,144.0,1.0,
0.8,6.9,6.0,11.0,58.0,88.0,2.0,
1.72,17.966667,12.0,10.0,208.0,107.0,1.0,
5.4,31.483334,22.0,13.0,150.0,101.0,2.0,
1.01,9.866667,7.5,15.0,192.0,220.0,1.0,
1.7,11.25,9.5,12.0,197.0,226.0,0.0,
1.73,7.0666666,7.5,18.0,190.0,252.0,1.0,
0.88,9.533334,7.5,14.0,115.0,226.0,1.0,
1.96,11.866667,9.5,15.0,117.0,144.0,1.0,
4.0,23.1,18.0,18.0,191.0,220.0,2.0,
2.6,17.4,13.5,11.0,125.0,134.0,1.0,
4.92,25.566668,20.0,21.0,100.0,225.0,2.0,
16.5,37.433334,65.0,7.0,198.0,0.0,0.0,
1.19,7.2166667,6.5,19.0,220.0,134.0,1.0,
22.6,70.25,52.0,10.0,107.0,85.0,0.0,
2.5,17.416666,12.5,8.0,190.0,88.0,1.0,
3.21,8.866667,10.5,0.0,141.0,252.0,2.0,
1.8,12.05,10.0,13.0,190.0,225.0,1.0,
17.7,53.316666,52.0,19.0,107.0,46.0,1.0,
5.1,20.583334,19.0,6.0,40.0,86.0,1.0,
10.52,38.633335,33.5,17.0,113.0,61.0,1.0,
1.3,6.4666667,6.5,18.0,42.0,235.0,1.0,
2.0,8.233334,8.5,19.0,115.0,155.0,2.0,
2.18,17.4,12.5,12.0,68.0,220.0,1.0,
1.36,11.4,8.5,14.0,133.0,226.0,1.0,
1.5,9.766666,8.5,21.0,134.0,155.0,1.0,
1.84,17.733334,12.0,10.0,134.0,222.0,1.0,
2.6,12.883333,11.0,17.0,220.0,72.0,1.0,
15.88,33.85,46.0,0.0,40.0,20.0,1.0,0.0
4.41,25.333334,19.0,17.0,205.0,86.0,1.0,
2.64,27.533333,17.5,15.0,116.0,177.0,1.0,
1.73,3.6833334,7.0,1.0,221.0,125.0,1.0,
2.35,12.133333,52.0,13.0,120.0,218.0,2.0,
21.41,78.416664,52.0,17.0,200.0,125.0,1.0,
2.35,12.4,10.5,12.0,68.0,218.0,2.0,
2.49,11.883333,10.5,18.0,132.0,225.0,3.0,
2.1,16.433332,12.0,9.0,58.0,135.0,4.0,
2.5,32.716667,19.5,17.0,117.0,235.0,1.0,
5.15,16.316668,18.5,13.0,75.0,222.0,1.0,
2.8,21.233334,15.0,21.0,199.0,219.0,1.0,
7.33,31.316668,26.5,16.0,119.0,252.0,1.0,
1.8,13.566667,10.5,19.0,198.0,219.0,2.0,
1.96,10.666667,9.5,13.0,133.0,101.0,1.0,
0.71,7.766667,6.5,9.0,77.0,101.0,2.0,
4.06,26.366667,18.5,12.0,191.0,137.0,1.0,
1.15,12.3,9.0,22.0,208.0,200.0,1.0,
0.87,1.9666667,4.5,2.0,220.0,222.0,1.0,
2.86,10.716666,10.5,19.0,198.0,72.0,4.0,
0.75,7.5,6.5,19.0,197.0,252.0,1.0,
2.18,17.15,12.5,18.0,195.0,222.0,1.0,
3.49,16.65,14.5,12.0,100.0,48.0,1.0,
1.31,9.0,8.0,9.0,219.0,225.0,2.0,
1.38,5.016667,6.5,7.0,88.0,137.0,1.0,
1.61,14.533334,10.5,9.0,133.0,133.0,2.0,
0.47,4.1,4.5,14.0,141.0,163.0,5.0,
6.0,20.65,21.0,8.0,191.0,86.0,0.0,
1.12,4.35,5.5,20.0,221.0,253.0,1.0,
1.78,12.516666,10.0,15.0,91.0,163.0,1.0,
2.74,13.866667,12.0,15.0,137.0,228.0,1.0,
19.86,57.533333,59.5,10.0,107.0,76.0,3.0,
1.51,10.016666,9.0,12.0,199.0,135.0,1.0,
6.4,23.616667,22.5,21.0,141.0,39.0,1.0,
13.48,20.033333,53.5,7.0,208.0,0.0,1.0,
0.97,5.65,6.0,11.0,132.0,223.0,1.0,
2.6,25.65,16.5,16.0,115.0,97.0,1.0,
3.01,14.45,12.0,18.0,141.0,252.0,4.0,
1.19,9.316667,7.5,20.0,84.0,177.0,2.0,
17.62,58.85,52.0,9.0,107.0,46.0,3.0,
9.6,58.75,39.0,18.0,133.0,188.0,1.0,
0.75,9.15,7.0,17.0,153.0,97.0,1.0,
1.22,5.5,6.0,0.0,132.0,156.0,1.0,
1.15,6.766667,6.5,15.0,63.0,39.0,1.0,
11.35,29.066668,34.0,20.0,113.0,156.0,1.0,
3.32,24.85,17.5,8.0,153.0,41.0,2.0,
1.2,10.683333,8.0,15.0,132.0,157.0,1.0,
1.1,10.8,8.0,11.0,40.0,66.0,1.0,
0.91,11.333333,6.0,15.0,132.0,101.0,1.0,
1.24,13.183333,9.5,18.0,141.0,46.0,1.0,
1.99,10.95,9.0,15.0,208.0,157.0,1.0,
1.0,8.9,7.5,10.0,200.0,227.0,1.0,
18.04,45.466667,52.0,22.0,107.0,177.0,1.0,
5.2,25.166666,21.0,11.0,119.0,133.0,1.0,
0.69,6.633333,6.0,19.0,92.0,118.0,2.0,
20.33,37.9,52.0,5.0,107.0,221.0,1.0,
1.13,7.05,6.5,12.0,199.0,144.0,1.0,
1.8,13.5,10.0,13.0,132.0,235.0,4.0,
5.02,34.283333,-23.5,17.0,35.0,222.0,1.0,
2.51,8.233334,9.5,6.0,199.0,41.0,1.0,
2.41,16.75,12.5,12.0,132.0,213.0,1.0,
7.73,28.766666,27.5,11.0,107.0,84.0,1.0,
0.2,1.6166667,3.0,15.0,141.0,163.0,1.0,
1.95,15.0,11.0,18.0,135.0,77.0,1.0,
12.11,22.516666,33.5,21.0,107.0,131.0,1.0,
1.29,9.966666,8.0,13.0,37.0,156.0,2.0,
3.4,15.783334,14.0,0.0,198.0,106.0,1.0,1.0
1.17,7.383333,7.0,13.0,194.0,223.0,1.0,
10.69,42.75,35.5,12.0,113.0,137.0,1.0,
10.07,25.816668,30.0,21.0,221.0,141.0,2.0,
6.36,30.85,25.5,13.0,107.0,123.0,1.0,
9.71,36.383335,31.5,12.0,107.0,35.0,1.0,
17.93,53.416668,52.0,20.0,107.0,156.0,6.0,
4.57,22.35,18.5,22.0,68.0,135.0,1.0,
3.11,13.75,12.5,7.0,208.0,155.0,1.0,
1.91,16.633333,11.5,18.0,117.0,163.0,6.0,
1.45,6.0666666,6.5,22.0,208.0,157.0,2.0,
6.2,15.183333,19.5,0.0,221.0,253.0,1.0,
14.15,50.75,44.0,8.0,107.0,105.0,2.0,
12.94,51.033333,52.0,7.0,107.0,222.0,1.0,
1.49,7.3333335,7.5,16.0,174.0,177.0,3.0,
0.9,5.1,5.0,15.0,112.0,130.0,1.0,
2.66,8.616667,10.0,20.0,107.0,8.0,1.0,
0.58,2.4666667,4.0,1.0,195.0,101.0,3.0,
2.07,15.383333,-11.5,11.0,198.0,73.0,1.0,
2.7,11.466666,10.5,12.0,192.0,235.0,2.0,
1.78,11.6,9.5,13.0,88.0,155.0,1.0,
0.9,7.0833335,6.5,17.0,219.0,134.0,1.0,
0.0,104.98333,59.2,14.0,112.0,84.0,1.0,
1.14,6.6833334,6.5,15.0,195.0,2.0,1.0,
1.71,18.9,13.0,16.0,197.0,133.0,1.0,
