trip_distance,fare_amount,ride_time,pickup_hour,PULocationID,DOLocationID,passenger_count,payment_type
1.3,7.5,7.266666666666667,11,198,225,1,1
8.22,24.0,19.583333333333332,11,220,131,3,0
0.98,6.5,7.6,11,185,223,1,0
2.42,15.0,23.183333333333334,11,58,228,1,0
1.57,-8.0,8.766666666666667,11,199,225,1,3
1.57,8.0,8.766666666666667,11,199,225,1,1
0.7,5.5,5.85,11,132,157,1,0
0.7,5.0,4.316666666666666,11,135,223,1,1
10.8,36.0,43.03333333333333,11,91,131,1,0
1.2,7.5,8.816666666666666,11,190,226,0,3
8.3,31.0,39.05,11,198,95,0,0
1.0,7.5,8.983333333333333,11,132,157,1,0
3.2,16.0,22.483333333333334,11,135,252,1,0
0.97,6.5,7.25,11,135,66,1,0
7.31,37.5,23.85,11,40,254,1,0
10.62,33.5,34.0,11,113,225,1,0
1.53,9.0,11.45,11,84,226,1,0
1.36,9.0,11.033333333333333,11,116,225,1,0
1.52,9.0,11.083333333333334,11,37,155,1,1
1.8,10.5,12.583333333333334,11,197,154,1,1
1.2,8.0,10.433333333333334,11,191,97,1,1
1.95,10.0,12.25,11,219,218,1,0
1.61,8.0,9.416666666666666,11,190,101,1,0
0.6,4.5,3.5,11,220,251,1,0
2.0,10.0,11.116666666666667,11,219,155,1,1
1.51,8.0,8.883333333333333,11,64,228,1,1
0.78,5.0,4.083333333333333,11,40,48,1,1
0.72,5.0,4.883333333333334,11,205,66,1,0
1.08,8.0,10.766666666666667,11,208,223,1,0
9.51,31.0,33.983333333333334,11,113,101,1,0
16.72,59.5,72.91666666666667,11,107,138,1,0
1.44,9.5,12.783333333333333,11,133,156,1,0
0.65,7.5,9.65,11,132,222,2,0
2.91,13.5,18.933333333333334,11,141,200,2,0
2.4,13.0,17.283333333333335,11,133,228,1,1
0.8,6.5,8.0,11,200,135,3,0
1.21,8.0,9.583333333333334,11,117,226,1,0
1.5,8.5,10.15,11,198,225,1,1
0.6,5.5,6.233333333333333,11,40,135,1,1
1.5,8.5,10.4,11,199,39,1,1
18.29,59.5,63.85,11,195,213,5,0
10.0,32.5,35.5,11,113,155,2,0
1.84,9.0,10.016666666666667,11,200,156,1,0
1.51,13.0,20.7,11,132,66,1,1
2.1,10.5,14.616666666666667,11,191,107,1,1
2.23,13.5,18.383333333333333,11,88,154,1,0
17.69,52.0,58.4,11,107,154,1,0
19.44,52.0,58.56666666666667,11,107,144,1,1
1.6,15.5,26.533333333333335,11,77,156,1,1
2.8,11.5,17.716666666666665,11,117,39,1,0
2.7,12.0,27.1,11,20,156,1,1
1.33,10.5,14.95,11,133,41,3,1
8.86,78.0,53.8,11,133,254,3,0
1.67,12.0,18.783333333333335,11,134,157,1,0
2.72,15.0,22.283333333333335,11,116,97,1,0
1.03,8.5,1435.6833333333334,11,153,157,1,0
0.79,5.5,5.583333333333333,11,219,252,1,0
1.1,11.5,17.65,11,141,177,1,0
1.4,10.0,13.733333333333333,11,198,163,1,0
1.4,8.0,8.816666666666666,11,141,77,1,0
0.5,4.5,3.9166666666666665,11,195,157,1,0
2.53,10.5,10.133333333333333,11,204,159,1,0
1.08,6.5,6.45,11,125,159,1,0
2.83,12.5,14.383333333333333,11,137,225,1,1
1.2,9.0,13.183333333333334,11,137,39,2,1
1.2,8.0,9.283333333333333,11,40,66,1,0
2.35,11.0,13.516666666666667,11,198,223,1,0
1.18,7.0,7.783333333333333,11,220,134,1,0
0.73,5.0,3.9833333333333334,11,198,225,1,0
0.65,6.0,7.116666666666666,11,197,252,3,0
4.33,16.0,16.566666666666666,11,219,77,1,0
1.0,7.5,9.783333333333333,11,199,228,1,0
2.39,11.5,15.0,11,200,66,1,0
1.39,10.5,15.616666666666667,11,42,97,1,0
0.0,47.0,49.483333333333334,11,157,73,1,1
7.54,29.0,38.68333333333333,11,200,64,2,0
0.3,4.5,3.8833333333333333,11,134,219,1,1
2.0,12.5,17.716666666666665,11,132,66,4,0
3.9,19.5,27.966666666666665,11,220,66,1,0
1.3,13.5,21.75,11,153,156,1,0
0.7,5.0,4.866666666666666,11,220,134,1,0
0.97,7.0,8.133333333333333,11,220,133,1,0
2.02,12.5,17.65,11,116,154,1,1
1.9,8.0,7.866666666666666,11,198,227,1,0
18.5,52.0,62.083333333333336,11,107,137,1,0
2.92,18.0,27.45,11,100,163,1,0
1.47,9.0,10.916666666666666,11,194,223,1,0
0.4,4.5,4.283333333333333,11,132,154,1,0
2.93,15.5,22.716666666666665,11,116,66,1,0
1.7,9.0,10.95,11,153,238,1,1
2.68,13.5,18.0,11,208,154,1,0
4.64,17.0,18.8,11,205,86,1,0
16.09,53.0,57.9,11,75,91,1,0
1.62,10.0,13.383333333333333,11,117,48,1,0
2.19,16.0,25.783333333333335,11,205,218,1,0
8.43,25.5,24.583333333333332,11,107,93,3,0
3.58,15.0,16.45,10,115,101,1,0
10.33,34.0,37.55,11,112,232,1,1
0.8,17.2,16.033333333333335,11,77,101,1,0
0.9,7.0,9.133333333333333,11,132,157,2,0
2.7,19.5,31.533333333333335,11,153,41,4,1
2.92,14.5,19.85,11,199,226,3,1
0.0,-52.0,0.06666666666666667,11,134,156,1,3
0.0,52.0,0.06666666666666667,11,134,156,1,1
0.95,6.5,6.933333333333334,11,134,163,1,0
1.77,12.5,18.45,11,220,218,1,1
2.13,12.5,17.3,11,91,154,1,0
1.96,12.0,18.133333333333333,11,191,133,2,0
0.65,5.0,5.1,11,115,134,3,0
1.68,10.5,13.8,11,194,226,1,0
3.63,17.0,25.0,11,84,141,1,0
18.2,52.0,86.96666666666667,11,107,163,2,1
16.63,48.5,49.55,11,113,87,1,1
17.6,52.0,53.6,11,107,101,1,0
2.1,10.5,13.283333333333333,11,141,226,1,0
1.77,16.5,27.55,10,84,48,1,0
2.65,12.5,16.85,11,134,151,1,0
1.42,8.5,10.733333333333333,11,134,66,1,0
1.27,11.0,15.816666666666666,11,208,141,1,0
3.81,20.0,28.816666666666666,11,68,226,1,0
2.94,13.5,16.316666666666666,11,198,130,1,1
10.93,37.0,44.46666666666667,11,113,219,1,0
19.15,52.0,47.916666666666664,11,107,251,1,0
1.5,7.5,7.216666666666667,11,132,223,0,0
2.2,11.0,14.8,11,141,200,1,0
11.41,34.0,26.066666666666666,11,113,62,2,1
3.6,21.0,31.45,11,153,250,4,0
0.97,12.0,19.383333333333333,11,153,130,1,0
0.66,5.5,5.516666666666667,11,135,154,1,0
0.5,4.0,2.466666666666667,11,132,154,1,0
2.17,11.0,13.333333333333334,11,132,228,1,0
4.43,14.5,12.333333333333334,11,113,150,3,1
5.04,22.0,31.75,11,221,253,1,0
12.45,41.0,42.766666666666666,11,42,131,4,1
2.3,13.0,17.633333333333333,11,40,134,1,0
0.9,6.5,6.616666666666666,11,198,251,2,1
4.6,20.0,26.633333333333333,11,219,235,1,0
9.74,32.0,34.25,11,199,131,4,0
1.2,7.0,7.45,11,198,155,1,1
1.33,7.0,6.783333333333333,11,141,88,1,1
17.09,52.0,50.81666666666667,11,40,125,2,0
3.23,18.5,28.55,11,58,133,2,0
2.26,12.5,18.066666666666666,11,221,135,1,0
1.5,7.0,6.933333333333334,11,132,135,1,0
1.0,8.0,10.6,11,153,223,1,0
2.3,20.0,34.05,11,91,46,1,1
3.1,18.5,28.083333333333332,11,39,177,1,0
1.24,14.0,22.7,11,153,156,1,0
1.31,8.5,11.3,11,134,177,2,1
0.63,8.5,12.95,11,133,226,1,0
2.16,12.0,17.483333333333334,11,133,225,1,0
0.4,4.5,4.8,11,197,225,1,0
0.0,15.2,10.766666666666667,11,34,50,1,0
0.0,26.2,51.9,11,21,148,1,0
1.8,11.0,14.783333333333333,11,141,156,2,0
0.56,5.0,5.383333333333334,11,191,154,2,1
1.14,8.0,9.416666666666666,11,134,226,2,0
15.26,52.0,62.95,11,107,5,2,1
1.77,11.5,16.4,11,153,222,1,0
0.49,3.5,2.3,11,116,218,1,0
11.2,36.0,36.666666666666664,11,40,131,1,0
1.6,9.0,10.616666666666667,11,133,225,1,0
4.15,20.0,28.416666666666668,11,198,107,1,0
1.57,9.0,11.766666666666667,11,125,73,1,0
1.12,7.5,8.983333333333333,11,197,226,1,0
2.25,12.5,18.266666666666666,11,132,235,1,0
1.1,8.5,12.233333333333333,11,205,157,4,0
1.62,10.0,14.633333333333333,11,135,46,2,0
3.9,22.0,33.93333333333333,11,185,135,2,0
3.23,16.0,22.3,11,192,163,2,0
0.96,6.0,6.966666666666667,11,190,134,2,0
0.99,11.5,18.483333333333334,11,205,97,1,0
3.81,17.5,24.45,11,84,137,3,1
2.12,11.5,15.416666666666666,11,119,163,2,0
0.76,5.5,6.15,11,40,135,2,0
0.79,8.0,10.916666666666666,11,84,66,4,1
3.71,17.0,24.0,11,115,235,1,0
0.8,5.5,4.75,11,116,252,1,0
2.1,11.0,13.733333333333333,11,200,133,1,1
1.23,8.5,11.533333333333333,11,190,134,1,1
1.63,11.0,15.366666666666667,11,220,155,1,0
0.4,6.0,7.05,11,133,154,1,0
5.04,20.5,23.35,11,125,177,1,1
1.5,18.2,13.25,11,82,93,1,0
1.5,17.2,15.1,11,162,93,1,0
0.91,6.0,8.2,11,37,225,1,1
1.54,8.0,8.0,11,197,227,1,1
1.59,9.0,10.9,11,199,136,1,0
1.04,6.5,6.633333333333334,11,197,73,1,0
1.91,9.0,10.783333333333333,11,37,228,1,1
0.91,5.0,4.633333333333334,11,198,225,1,1
11.8,38.0,42.86666666666667,11,113,46,4,0
0.8,5.0,4.6,10,190,133,2,0
0.75,5.0,4.1,10,115,134,2,1
2.39,9.5,10.383333333333333,11,118,66,2,0
0.66,4.5,3.966666666666667,11,58,223,2,1
2.3,11.5,15.15,11,195,220,2,1
0.0,2.5,0.6,11,77,88,1,0
2.8,13.5,18.266666666666666,11,40,118,2,1
9.69,35.5,38.833333333333336,11,197,91,2,0
0.81,5.5,5.133333333333334,11,117,46,1,0
1.73,10.0,13.216666666666667,11,134,41,1,0
1.41,10.5,15.416666666666666,11,135,219,1,0
1.8,9.5,11.716666666666667,11,198,163,1,0
1.1,7.5,11.4,11,132,218,1,0
2.4,11.0,15.716666666666667,11,133,77,1,0
1.98,11.0,15.083333333333334,11,132,136,1,0
0.73,4.5,3.2333333333333334,11,220,225,1,1
0.87,6.5,7.35,11,197,226,1,0
10.08,31.5,28.466666666666665,11,132,131,1,1
4.57,17.0,18.883333333333333,11,205,85,1,1
1.98,10.5,14.866666666666667,11,134,41,1,1
0.97,6.5,6.933333333333334,11,200,226,1,1
2.92,15.0,22.583333333333332,11,117,223,1,0
0.9,6.0,6.95,11,116,225,1,1
0.5,4.5,3.6666666666666665,11,198,226,1,0
0.8,7.5,10.366666666666667,11,40,154,1,1
0.6,6.0,6.283333333333333,11,198,226,2,0
1.5,8.5,10.45,11,91,221,1,0
2.84,14.5,19.066666666666666,11,20,156,1,0
0.85,7.5,9.7,11,133,154,1,1
2.76,15.5,23.366666666666667,11,192,157,1,0
0.61,5.0,5.116666666666666,11,191,156,1,0
7.73,27.5,28.766666666666666,11,107,84,1,1
1.8,9.5,12.116666666666667,11,195,155,1,0
1.7,10.0,13.683333333333334,11,198,154,1,0
2.9,17.0,26.066666666666666,11,116,101,2,1
1.0,6.5,7.1,11,195,77,1,0
1.39,9.0,11.116666666666667,11,137,73,1,0
1.3,9.5,11.516666666666667,11,64,252,1,0
2.38,12.5,16.033333333333335,11,220,136,1,0
15.96,52.0,53.63333333333333,11,58,131,1,0
2.22,11.5,14.666666666666666,11,197,154,1,0
1.61,12.5,19.45,11,141,235,1,0
3.25,14.5,18.05,11,205,220,1,0
1.5,8.5,9.95,11,134,41,4,1
0.9,7.0,7.666666666666667,11,199,136,1,0
11.4,36.0,40.483333333333334,11,113,77,1,0
4.1,19.0,23.75,11,129,228,0,0
1.1,9.0,12.483333333333333,11,115,226,1,0
2.6,10.0,10.1,11,219,155,1,0
3.41,17.5,24.65,11,68,154,2,0
5.31,25.0,33.333333333333336,11,191,11,1,0
2.1,11.0,13.366666666666667,11,116,222,1,0
0.4,4.5,4.45,11,115,134,1,0
0.63,4.5,3.55,11,220,73,1,0
2.38,13.0,17.916666666666668,11,197,154,2,0
0.7,5.5,4.783333333333333,11,198,225,1,0
0.56,4.5,3.716666666666667,11,197,226,1,0
5.54,19.5,19.483333333333334,11,135,85,1,1
3.34,16.5,22.7,11,218,223,1,0
9.01,31.5,34.833333333333336,11,113,46,1,0
3.32,18.0,27.716666666666665,11,21,246,1,0
7.08,24.5,26.516666666666666,11,113,244,2,0
4.1,20.0,30.216666666666665,11,199,223,2,0
9.19,30.0,32.35,11,107,91,6,1
2.73,12.5,16.266666666666666,11,119,154,1,0
21.28,52.0,65.93333333333334,11,134,125,2,0
3.76,17.0,22.933333333333334,11,141,228,1,0
0.79,5.5,5.2,11,197,251,1,1
1.2,8.5,10.683333333333334,11,132,134,1,0
1.15,12.5,19.4,11,198,155,1,1
11.6,47.5,65.31666666666666,11,107,179,1,0
2.26,11.5,14.666666666666666,11,118,133,2,0
0.51,5.0,5.983333333333333,11,115,134,1,1
1.11,7.5,8.866666666666667,11,116,251,1,0
0.57,4.5,4.05,11,132,157,1,0
0.64,5.0,5.05,11,153,163,1,1
3.99,16.5,23.0,11,132,144,1,0
11.68,36.5,36.25,11,191,131,2,0
15.1,52.5,50.55,11,205,79,1,0
2.3,11.5,14.4,11,199,226,2,0
0.8,7.0,7.6,11,198,226,1,0
0.6,6.5,7.6,11,198,226,1,0
1.64,11.0,16.766666666666666,11,58,135,1,0
0.77,5.5,5.466666666666667,11,117,136,1,0
1.0,7.5,9.283333333333333,10,68,238,5,0
1.88,11.5,14.833333333333334,11,115,156,5,0
1.91,11.0,15.75,11,141,46,1,0
3.52,16.0,20.966666666666665,11,117,40,1,0
4.35,25.0,38.53333333333333,11,117,200,2,1
3.35,12.0,10.05,11,123,10,6,1
3.57,15.5,20.583333333333332,12,9,177,6,0
2.9,11.0,12.4,11,219,72,1,1
0.7,6.0,6.9,11,116,226,1,0
3.9,17.5,22.566666666666666,11,113,90,3,0
1.51,13.0,19.35,11,42,97,1,0
1.05,10.0,15.166666666666666,11,84,219,1,0
9.63,31.5,34.45,11,113,97,1,0
11.97,38.0,39.4,11,40,131,1,0
11.64,34.5,30.483333333333334,11,191,131,1,0
4.1,18.0,24.216666666666665,11,88,225,0,0
1.0,6.5,6.933333333333334,11,198,156,0,1
1.8,9.5,12.5,11,68,151,1,0
1.3,7.0,6.883333333333334,11,129,235,1,0
2.47,14.5,20.9,11,132,213,3,0
2.98,16.0,22.133333333333333,11,2,154,4,1
5.04,17.5,15.633333333333333,11,107,123,1,0
18.18,40.5,21.8,11,107,254,1,0
4.37,21.5,31.066666666666666,11,135,72,1,0
2.52,11.5,13.516666666666667,11,113,122,1,0
0.52,5.0,5.283333333333333,11,115,133,1,0
3.0,14.5,18.6,11,115,46,1,0
0.85,6.5,8.066666666666666,11,132,154,2,0
9.07,34.0,40.13333333333333,11,221,88,4,1
5.2,17.5,19.366666666666667,11,75,163,1,1
3.38,17.5,28.633333333333333,11,84,43,2,1
4.41,21.5,30.85,11,218,100,1,0
2.0,10.0,12.85,10,135,213,1,0
1.24,7.0,7.75,11,88,155,1,0
2.2,11.0,14.65,11,132,66,1,1
2.83,12.5,14.533333333333333,11,58,11,1,1
19.34,52.0,38.6,11,219,125,1,1
1.28,8.0,9.583333333333334,11,141,101,5,0
1.89,12.5,18.15,11,77,163,1,0
10.0,31.5,34.38333333333333,11,60,226,5,0
0.89,6.5,7.583333333333333,11,198,218,5,1
0.6,5.5,5.4,11,198,156,1,0
0.9,6.0,6.2,11,197,251,2,0
0.3,3.0,1.1833333333333333,11,219,251,1,0
6.9,31.0,46.733333333333334,11,159,40,1,2
6.63,25.0,29.566666666666666,11,117,86,1,0
19.82,52.0,64.75,11,172,125,1,0
1.38,10.0,13.883333333333333,11,197,155,1,1
2.6,12.5,15.883333333333333,11,112,251,1,0
3.43,20.0,32.1,11,218,157,1,0
10.54,35.0,40.56666666666667,11,113,219,1,0
1.7,13.5,21.616666666666667,11,112,219,2,2
2.82,12.5,15.183333333333334,11,10,106,2,0
1.09,9.5,12.916666666666666,11,88,163,2,0
1.42,8.0,9.15,11,141,2,2,0
2.42,13.5,19.416666666666668,11,64,154,1,0
1.14,7.5,7.883333333333334,11,198,136,1,0
3.33,14.5,19.5,11,125,133,1,1
1.9,12.5,17.416666666666668,11,185,97,6,0
2.13,10.0,11.9,11,200,219,1,0
2.3,12.0,15.166666666666666,11,133,225,1,1
16.32,44.5,32.6,11,218,131,1,0
0.92,7.0,8.866666666666667,11,153,235,1,0
2.13,13.5,19.283333333333335,11,197,154,1,0
1.08,7.5,9.033333333333333,11,132,177,1,0
1.84,9.0,9.266666666666667,11,117,226,1,0
2.43,11.5,13.716666666666667,11,197,159,1,0
1.21,7.5,9.75,11,198,157,1,0
2.46,12.5,17.216666666666665,11,135,141,2,0
4.69,19.0,20.8,11,68,11,1,1
6.6,20.5,21.283333333333335,11,60,72,1,1
1.77,10.5,13.616666666666667,11,77,118,1,0
1.98,12.0,16.483333333333334,11,92,157,1,0
1.8,13.0,19.45,11,195,156,1,0
1.1,8.5,11.2,11,37,219,2,1
0.97,6.5,7.55,10,91,101,1,0
1.69,9.5,12.583333333333334,11,195,155,2,0
10.39,34.5,36.3,11,132,131,1,0
1.2,6.5,8.616666666666667,11,112,134,1,0
1.1,9.0,14.55,11,115,218,1,0
10.05,34.0,38.766666666666666,11,113,46,2,0
3.52,17.5,25.183333333333334,11,134,107,4,0
8.3,27.0,27.9,11,113,225,1,0
14.1,53.0,70.46666666666667,11,107,95,1,0
1.1,11.0,17.05,11,153,156,2,0
2.6,14.0,20.05,11,133,200,2,0
1.1,7.0,7.766666666666667,11,200,144,1,0
2.0,11.5,15.7,11,125,136,1,0
17.9,52.0,65.1,11,107,226,1,0
8.15,26.5,26.916666666666668,11,113,222,2,0
1.26,11.0,16.833333333333332,11,88,177,6,0
1.77,17.0,28.566666666666666,11,153,135,6,1
0.49,6.0,6.9,10,198,155,1,1
2.69,15.0,21.883333333333333,11,133,66,1,0
1.12,7.5,9.55,11,198,226,2,0
0.26,4.5,4.166666666666667,11,132,219,1,0
2.49,11.5,14.216666666666667,10,141,221,1,0
6.46,25.5,33.15,11,112,122,1,1
1.9,12.5,18.533333333333335,11,134,177,2,1
3.6,14.0,18.166666666666668,11,121,130,1,0
5.0,21.5,32.166666666666664,11,133,250,1,0
4.7,16.0,20.283333333333335,11,220,2,1,0
1.05,7.5,9.05,11,135,223,1,1
0.6,4.0,2.3666666666666667,11,195,106,1,0
0.2,3.0,1.4166666666666667,11,119,137,1,0
3.11,18.0,23.85,11,113,242,1,0
12.5,38.0,36.35,11,113,33,1,0
2.3,12.5,17.216666666666665,11,68,177,1,0
1.22,8.5,11.516666666666667,11,42,97,2,1
0.22,3.5,2.1333333333333333,11,84,177,2,1
4.01,21.0,31.383333333333333,11,153,41,3,1
2.25,15.0,23.2,11,132,66,1,0
0.8,6.0,6.483333333333333,11,58,177,1,0
10.7,34.0,37.4,11,60,154,1,0
2.52,11.0,12.65,11,197,72,2,0
1.88,10.0,12.833333333333334,11,195,156,1,0
3.85,18.5,26.55,11,134,151,1,0
10.4,34.0,39.266666666666666,11,191,131,2,0
3.81,16.5,21.45,11,125,218,1,0
0.0,65.0,0.2833333333333333,11,77,88,1,0
0.6,5.0,4.816666666666666,11,195,101,2,2
7.41,24.0,29.15,11,107,124,2,1
2.2,11.0,13.483333333333333,11,198,227,1,0
1.7,10.0,13.333333333333334,11,199,136,2,0
1.2,7.0,8.116666666666667,11,118,156,1,0
1.1,8.5,12.316666666666666,11,134,154,2,1
2.2,12.0,15.8,11,204,40,1,1
3.85,12.5,8.0,11,7,204,1,1
1.79,16.0,26.433333333333334,11,153,48,2,0
0.54,4.0,3.35,11,198,226,1,0
1.49,9.5,12.883333333333333,11,198,251,3,0
4.16,20.5,35.36666666666667,11,199,157,1,1
2.08,9.5,10.7,11,191,235,1,0
2.44,14.0,19.666666666666668,11,192,177,2,1
0.5,4.5,3.566666666666667,11,133,222,1,1
1.6,10.0,13.2,11,190,225,1,1
4.8,20.5,27.066666666666666,11,200,106,1,0
0.48,4.5,4.233333333333333,11,84,88,1,0
1.1,7.0,8.483333333333333,11,153,154,1,1
3.16,17.0,24.4,11,134,135,1,1
8.59,-34.5,49.81666666666667,11,42,122,1,1
8.59,34.5,49.81666666666667,11,42,122,1,1
1.86,10.5,14.45,11,125,135,2,1
0.66,5.0,5.266666666666667,11,117,48,3,1
1.84,11.5,16.133333333333333,11,132,223,2,0
16.69,52.0,68.48333333333333,11,117,125,2,0
1.04,9.0,13.066666666666666,11,84,222,2,1
1.14,9.0,12.666666666666666,11,194,97,2,1
23.2,52.0,71.85,11,107,136,4,0
7.7,35.5,46.25,11,129,159,1,0
1.0,6.5,6.6,11,125,228,3,0
1.98,13.5,19.883333333333333,11,68,66,1,1
2.22,15.0,23.866666666666667,11,58,155,1,0
1.5,8.5,9.6,11,205,151,1,1
1.09,7.5,9.083333333333334,11,77,238,1,1
2.2,12.5,16.783333333333335,11,88,134,1,0
1.97,11.0,14.466666666666667,11,116,136,1,0
1.59,8.0,8.316666666666666,11,117,235,2,0
2.91,15.5,19.966666666666665,11,205,228,2,0
0.8,7.5,10.233333333333333,11,133,97,1,0
5.3,21.5,27.133333333333333,11,191,10,4,0
3.5,18.0,27.15,11,195,136,1,0
1.5,9.0,11.65,11,118,227,1,0
11.7,40.0,41.28333333333333,11,153,190,2,0
5.24,18.0,15.783333333333333,11,112,11,1,1
3.6,16.0,21.383333333333333,11,10,157,1,0
1.7,11.0,16.183333333333334,11,84,226,1,0
7.85,25.0,22.283333333333335,11,107,61,1,0
0.9,6.0,5.883333333333334,11,123,101,1,1
3.6,21.0,32.766666666666666,11,153,133,1,1
0.6,8.0,11.75,11,153,66,2,0
4.8,23.0,35.85,11,84,105,1,0
8.24,26.0,24.916666666666668,11,60,155,1,1
17.2,46.0,54.75,11,107,13,1,1
1.57,10.0,12.966666666666667,11,134,235,2,1
1.73,8.0,8.083333333333334,11,115,252,1,1
1.15,7.5,8.566666666666666,11,200,136,1,0
2.52,19.0,31.116666666666667,10,195,46,1,0
4.28,17.5,22.066666666666666,11,40,220,1,0
1.1,10.0,14.45,11,116,222,1,0
2.2,12.5,16.783333333333335,11,190,130,1,0
0.91,7.0,8.916666666666666,11,115,226,2,0
1.3,8.0,8.9,11,133,226,2,0
8.9,35.5,42.85,11,113,156,1,1
1.93,15.5,24.583333333333332,11,141,66,1,0
2.23,11.5,14.75,11,220,156,1,0
1.66,9.0,10.35,11,40,226,1,0
2.09,10.0,11.983333333333333,11,198,228,1,0
1.96,10.0,11.816666666666666,11,199,156,1,0
1.0,7.0,8.433333333333334,11,68,223,1,0
0.9,7.5,9.75,11,153,163,1,0
1.5,10.0,14.166666666666666,11,133,177,1,0
8.9,29.0,36.86666666666667,11,60,219,1,0
1.52,10.5,15.033333333333333,11,77,163,2,0
0.0,52.0,0.05,11,74,85,2,1
6.18,23.0,22.516666666666666,11,74,226,2,0
0.45,5.5,6.516666666666667,11,198,156,1,0
1.26,9.0,12.733333333333333,11,117,226,1,0
1.99,12.0,16.733333333333334,11,200,226,2,0
0.43,6.5,8.45,11,197,226,1,0
1.23,6.5,6.383333333333334,11,37,135,1,1
1.3,7.0,7.6,11,132,226,1,1
1.0,7.0,9.183333333333334,11,198,226,1,0
1.2,8.0,19.7,11,134,154,1,1
1.2,8.5,11.7,11,132,156,1,0
1.2,6.5,6.75,11,134,155,1,0
1.8,11.0,15.533333333333333,11,132,136,1,0
12.97,58.5,38.416666666666664,11,107,254,1,0
9.5,31.0,34.78333333333333,11,60,154,2,1
1.4,7.0,10.383333333333333,11,37,154,1,0
0.6,6.0,7.466666666666667,11,195,66,1,0
5.89,25.0,26.433333333333334,11,205,156,5,1
1.45,13.0,20.233333333333334,11,134,222,1,1
1.78,9.5,12.65,11,194,88,1,0
2.78,17.0,25.683333333333334,11,153,228,1,0
1.2,6.5,5.2,11,199,39,1,1
1.6,10.0,12.5,11,199,136,1,1
1.3,7.5,7.583333333333333,11,118,227,1,1
4.2,21.0,30.666666666666668,11,199,222,1,1
0.6,5.0,4.833333333333333,11,133,218,1,0
1.4,8.0,8.65,11,116,225,1,0
3.0,16.0,27.116666666666667,11,133,227,1,1
1.7,10.0,14.65,11,199,135,1,0
19.24,52.0,62.733333333333334,11,107,46,1,0
7.32,29.0,34.0,11,82,105,1,0
14.53,43.0,37.333333333333336,11,221,60,1,0
1.59,10.0,13.383333333333333,11,116,135,1,0
2.36,16.0,23.916666666666668,11,118,252,1,0
1.45,9.5,12.516666666666667,11,132,226,1,0
10.6,32.0,34.9,11,113,154,1,0
1.0,8.5,11.566666666666666,11,134,226,2,1
1.5,12.0,17.75,11,198,157,1,0
1.4,9.0,11.666666666666666,11,199,73,2,0
2.1,11.0,13.533333333333333,11,64,228,2,0
1.31,8.5,9.883333333333333,11,200,225,2,0
0.69,4.5,3.2,11,198,225,4,1
0.43,4.0,2.55,11,197,225,1,0
1.75,8.5,8.833333333333334,11,197,135,1,0
8.93,28.5,30.883333333333333,11,113,88,1,1
2.18,-11.5,13.766666666666667,11,132,225,1,3
2.18,11.5,13.766666666666667,11,132,225,1,1
1.62,10.0,13.266666666666667,11,134,135,1,0
1.32,8.0,10.0,11,117,154,1,0
3.0,15.0,18.766666666666666,11,220,155,1,0
1.14,8.0,10.983333333333333,11,191,218,1,0
7.84,31.5,41.93333333333333,11,190,50,1,0
1.3,7.5,7.8,11,132,163,1,1
0.5,8.5,12.133333333333333,11,191,219,2,0
1.2,9.0,12.15,11,191,156,4,0
20.0,52.0,57.71666666666667,11,221,253,1,0
1.21,6.0,5.616666666666666,11,100,151,1,1
1.53,8.5,10.733333333333333,11,58,223,1,0
1.88,11.5,17.483333333333334,11,58,235,1,1
18.3,52.0,58.38333333333333,11,107,141,1,0
1.3,10.5,15.566666666666666,11,133,218,2,0
0.3,3.5,2.2666666666666666,11,116,134,2,1
0.6,6.0,7.35,11,116,226,1,1
2.46,11.0,13.7,11,117,177,2,0
2.29,12.5,17.783333333333335,11,88,220,2,0
1.85,13.5,20.25,11,141,252,2,1
1.33,8.0,8.966666666666667,11,220,226,1,0
0.87,7.5,9.75,11,198,134,1,0
1.25,8.0,8.8,11,116,225,1,0
4.56,21.0,29.933333333333334,11,197,106,1,0
1.23,7.0,8.4,11,88,77,1,0
10.97,33.0,33.03333333333333,11,113,31,2,1
10.95,36.5,42.333333333333336,11,221,135,1,0
2.63,14.0,19.183333333333334,11,119,163,1,0
2.6,13.5,18.183333333333334,11,84,228,1,0
1.3,6.5,6.0,11,118,228,1,0
1.3,15.0,24.783333333333335,11,195,219,1,0
1.66,13.5,21.216666666666665,11,191,48,1,0
3.27,17.0,24.716666666666665,11,153,225,1,0
1.7,9.5,12.033333333333333,11,117,218,1,0
0.8,6.0,6.85,11,132,157,1,0
1.0,7.5,9.666666666666666,11,68,106,0,2
2.1,10.5,13.416666666666666,11,77,222,0,0
2.2,14.5,23.533333333333335,11,194,46,0,0
0.6,5.0,5.783333333333333,11,42,48,2,0
9.76,35.0,41.61666666666667,11,113,131,3,1
2.68,13.5,18.483333333333334,11,68,154,6,0
1.68,9.0,11.05,11,132,223,6,0
1.32,7.0,7.45,11,88,141,6,0
5.4,18.0,13.483333333333333,11,118,233,1,0
1.6,10.0,12.65,11,20,228,1,0
6.17,30.0,43.71666666666667,11,91,47,1,1
1.1,6.5,7.216666666666667,11,125,159,1,0
1.14,7.0,7.333333333333333,11,200,225,1,0
2.44,11.0,13.266666666666667,11,219,228,1,0
2.6,12.5,16.533333333333335,11,117,66,1,0
1.0,11.5,17.4,11,58,46,1,0
